name,original_price,special_price,specification,description,original_fragrance,top_notes,middle_notes,base_notes,detail_url,gender,fragrance,brand,ml,discount_rate,price_per_ml
Calvin Klein CK DEFY 无畏之心男性淡香精版本,2800.0,1212.0,50ml,在历经一系列脆弱、自我反省和反抗的时刻，最终形成了为信念的勇敢飞跃，这是个人反抗和勇于冒险的象征性隐喻。,皮革香调,佛手柑,皮革,香根草,https://www.1976.com.tw/prod/21321,male,皮革调,Calvin Klein,50.0,56.71,24.24
Calvin Klein CK DEFY 无畏之心男性淡香水,3400.0,1399.0,100ml,在历经一系列脆弱、自我反省和反抗的时刻，最终形成了为信念的勇敢飞跃，这是个人反抗和勇于冒险的象征性隐喻。,草香清新调,佛手柑、柑橘、雪松叶,薰衣草、鼠尾草、紫罗兰叶,岩兰草精油、琥珀、麝香,https://www.1976.com.tw/prod/19165,male,清新调,Calvin Klein,100.0,58.85,13.99
ck DEFY 无畏之心男性淡香水随行香氛,1000.0,380.0,10ml,这味道有点像是香奈儿的蓝色，又有点像是迪奥的旷野之心！喷在身上更像是两种的混香，要说是集两家之长吗？我觉得没有，认真的闻柑橘味没有旷野来的诱惑力，木质调也没蓝色的那种高贵感，但考量价位及撞香率，喷这只反而会引起朋友的关注及讨论，算是值得入手的入门香，各种场合都可以使用。,木质清新调,佛手柑、柑橘、雪松叶,薰衣草、鼠尾草、紫罗兰叶,岩兰草精油、琥珀、麝香,https://www.1976.com.tw/prod/20004,male,清新调,,10.0,62.0,38.0
Calvin Klein CK free 男性淡香水,3400.0,1099.0,100ml,这款香水当初在杂志上看到运动明星推荐的，买了之后，味道出乎意料的棒，味调分明而持久，这次应该是我购买的第3次了，真的值得一买再买。,木质清新调,波罗蜜、泰国八角茴香、杜松莓果、苦艾酒,咖啡萃取、麂皮、烟叶、南非布枯叶,广藿香萃取、橡木、德州雪松、哥斯大黎加铁木,https://www.1976.com.tw/prod/7094,male,清新调,Calvin Klein,100.0,67.68,10.99
Calvin Klein CK free 男性淡香水 TESTER,3400.0,850.0,100ml 原厂环保纸盒包装 ，无瓶盖,ck free像是初出茅庐的年轻背包客，有木质调的踏实也有清新的爽朗气质，是一款吸引人，带出愉悦感并且让人有安全感的香水，喷在女生身上更能带出一种知性且能够依赖的感觉，很棒的一款香水。,木质清新调,泰国八角茴香、波罗蜜、苦艾酒、杜松莓果,咖啡萃取、麂皮、烟叶、南非布枯叶,广藿香萃取、橡木、德州雪松、哥斯大黎加铁木,https://www.1976.com.tw/prod/7105,male,清新调,Calvin Klein,100.0,75.0,8.5
Calvin Klein CK Man 男性淡香水,3200.0,1550.0,100ml,一种淡淡的清新味道，从前味稍微浓烈一点的植物香，到中后味的纯正男人香，毫无违和感，擦了上班，身旁的女生总是不经意的多闻了几下,木质清新调,柑橘、紫罗兰叶、迷迭香、佛手柑,薰香、肉豆蔻、月桂树、绿薄荷,麝香、檀香木、琥珀木、白扁柏木、零陵香豆木,https://www.1976.com.tw/prod/4680,male,清新调,Calvin Klein,100.0,51.56,15.5
Hermes Voyage d'Hermes 爱马仕之旅中性淡香水,3900.0,2150.0,35ml,清晨，大雾弥漫的森林 ⋯ 柑橘味，草味，木头味，叶子上滚来滚去的露水，潮湿的泥土，藓苔，日出后水气逐渐蒸发转为温暖的阳光香气。干净清新富禅意。很喜欢。似曾相识的熟悉感 ⋯,木质清新调,檀香、雪松,当归花、圆柏,白麝香,https://www.1976.com.tw/prod/9057,male,清新调,Hermes,35.0,44.87,61.43
Boss Bottle 自信男性淡香水,2900.0,1250.0,50ml,第一瓶BOSS的香水，年份稍久但不会显得老气， 很棒的一款日用香水，非常适合早上梳洗后使用， 从胡荽与苔藓迎接一天的挑战，到皮革雪松结束一天的辛劳， 整体给人温柔但不阴柔， 每个男人都该尝试的一瓶BOSS经典之作。,柑苔调,柠檬、柑橘、蜂蜜,胡荽、琥珀、苔藓,檀香、皮革、雪松,https://www.1976.com.tw/prod/2614,male,柑橘调,Hugo Boss,50.0,56.9,25.0
Boss Bottle 自信男性淡香水TESTER,3800.0,1450.0,100ml 原厂环保纸盒包装，有瓶盖,这款香水有些年份了，可是接受度可说是非常的高，价格便宜，味道又耐闻，是非常值得推荐的一瓶香水，整体来说非常的稳定，也符合主题的自信!气味清新而充满男人的简洁!给人一种成熟稳重的感觉，不会让人失望且讨厌的香水味! (推荐!,柑苔调,柠檬、柑橘、蜂蜜,胡荽、苔藓、琥珀,皮革、雪松、檀香,https://www.1976.com.tw/prod/4008,male,柑橘调,Hugo Boss,100.0,61.84,14.5
Penhaligon's The Duke 潘海利根兽首肖像系列猎犬男性淡香精,10800.0,6950.0,75ml,起头就是藏在木质调内的玫瑰香，不甜不粉反而有种植物系的清新活力，中调起开始带出皮革感，跟原先的木质玫瑰展现出较阳刚及有点随兴的慵懒感，适合轻熟以下男，女用应该也不至于突兀，猎犬感觉也跟同为兽首系列的狐狸特别适合搭配，猎犬的侵略性扩散性都适中，工作休闲个场合泛用度高。,玫瑰花香调,胡椒、玫瑰,琴酒,皮革、木质元素,https://www.1976.com.tw/prod/15498,male,花香调,Penhaligon's,75.0,35.65,92.67
Dolce & Gabbana Pour Homme 同名男性淡香水,2700.0,1550.0,75ml,这支D&G超经典香水，前味有令人振奋的柑橘香，非常明显，但是别以为它是清淡的香水，中段的香料才是这支男香的灵魂-温暖、自信，藏在这后面的是带有烟熏味的檀香和零陵香豆(tonka bean)，更增加了这款香的深度。 本相非常持久，香味散发力也很强，适合充满信心、喜欢表现、积极主动的男生使用。,柑橘清新调,佛手柑、橙花、柑橘,薰衣草、鼠尾草、胡椒,零陵香豆、雪松、烟草,https://www.1976.com.tw/prod/3259,male,清新调,Dolce & Gabbana,75.0,42.59,20.67
Boss Bottle 自信男性淡香精版本,3200.0,1212.0,50ml,清新中带著稳重，给人一股安心的感觉；简洁中带著自信，给人一股温暖的感觉。原来这就是你专属的密码，个人特质的展现。,木质东方调,苹果、佛手柑、黑胡椒,栗子、小荳蔻、肉桂油,香根草、麝香,https://www.1976.com.tw/prod/19589,male,木质调,Hugo Boss,50.0,62.12,24.24
Dolce & Gabbana Pour Homme 同名男性淡香水 TESTER,3700.0,1550.0,125ml 原厂环保纸盒包装，内容与正货相同,心动男香，设计师认为香水是男人在女人面前抒发灵魂的重要表征，也是一种突显自我风格的呈现。于是将这种精神融入了心动男香的设计中，让女人一眼就心动的味道！,柑橘清新调,柑橘,薰衣草、小豆蔻,木质调,https://www.1976.com.tw/prod/7596,male,清新调,Dolce & Gabbana,125.0,58.11,12.4
Boss Bottle 自信男性淡香精版本 TESTER,4250.0,1380.0,100ml 原厂环保纸盒包装，有瓶盖,清新中带著稳重，给人一股安心的感觉；简洁中带著自信，给人一股温暖的感觉。原来这就是你专属的密码，个人特质的展现。,木质东方调,苹果、佛手柑、黑胡椒,栗子、小荳蔻、肉桂油,香根草、麝香,https://www.1976.com.tw/prod/19076,male,木质调,Hugo Boss,100.0,67.53,13.8
Dolce&Gabbana Light Blue 浅蓝男性淡香水,4000.0,1800.0,125ml,这款香水前味有淡淡的柚子香，中味很短水生植物味，后味是干净的皂香味，这款没有粉味，不会太浓也不突兀，适合夏日，缺点是香味持续时间短。,木质清新调,佛手柑、西西里柑橘、葡萄柚皮、杜松,迷迭香、花椒、紫檀,麝香、焚香、橡木苔藓,https://www.1976.com.tw/prod/6381,male,清新调,Dolce,125.0,55.0,14.4
Dolce&Gabbana Light Blue 浅蓝男性淡香水 TESTER,4000.0,1600.0,125ml 原厂环保纸盒包装，有瓶盖,来自Dolce & Gabbana 专为男性设计的地中海香气，Dolce&Gabbana Light Blue 浅蓝男性淡香水舒爽而惬意。,木质清新调,佛手柑、西西里柑橘、葡萄柚皮、圆柏,迷迭香、四川胡椒、紫檀,麝香木、香薰、橡苔,https://www.1976.com.tw/prod/7111,male,清新调,Dolce,125.0,60.0,12.8
Boss Bottled Elixir 自信淬炼男性香精,3750.0,1212.0,50ml,Boss自信淬炼香精为BOSS 自信系列中浓度最高的配方，为该系列增添了奢华的元素。以优雅的精致感为特色，鼓励您找到内在的光芒，成为自己的主宰,木质东方调,薰香、豆蔻,岩兰草、广藿香,雪松、岩蔷薇,https://www.1976.com.tw/prod/21808,male,木质调,Hugo Boss,50.0,67.68,24.24
Boss Bottled Pacific 自信海洋之水男性淡香水,2800.0,1380.0,50ml,味道非常清新给人一种阳光且年轻的感觉，味道不会过于浓烈，保持清香让人觉得非常舒服的香味。,木质清新调,雪松、柠檬,椰子、丝柏、盐,羊绒木、广藿香、檀香,https://www.1976.com.tw/prod/20893,male,清新调,Hugo Boss,50.0,50.71,27.6
No.4711 Eau de Cologne 科隆古龙水,1388.0,880.0,100ml,非常适合洗完澡后尽情地喷洒在肌肤上，酒精的清凉加上轻微的柠檬精油香与蜜柚香，完全是夏日气息，像一杯清爽可口的香柚茶，留香时间不长，但这让人毫无负担的香味，果然可以传世200年。,柑苔调,柠檬、柑橘、佛手柑,薰衣草、迷迭香,橙花醇,https://www.1976.com.tw/prod/2606,male,柑橘调,No,100.0,36.6,8.8
Boss Bottled Pacific 自信海洋之水男性淡香水 TESTER,3600.0,1800.0,100ml 原厂环保纸盒包装，有瓶盖,味道非常清新给人一种阳光且年轻的感觉，味道不会过于浓烈，保持清香让人觉得非常舒服的香味。,木质清新调,雪松、柠檬,椰子、丝柏、盐,羊绒木、广藿香、檀香,https://www.1976.com.tw/prod/20895,male,清新调,Hugo Boss,100.0,50.0,18.0
Penhaligon's Mister Thompson 潘海利根兽首肖像系列 大象淡香精,10800.0,7550.0,75ml,前味可以闻到鸢尾、风信子的花香，进入中调开始表现出木质调的雪松气息，到后味再转变为高雅的白花香气。,木质东方调,薰衣草、榄香脂、粉红胡椒,鸢尾、黑胡椒、天竺葵,香草、橡木、芝麻,https://www.1976.com.tw/prod/21512,male,木质调,Penhaligon's,75.0,30.09,100.67
Penhaligon's Arthur 潘海利根兽首肖像系列 龙首淡香精,10350.0,6999.0,75ml,潘海利根兽首香水2022全新角色－龙首，神秘又温暖的焚香。,东方调,香草、焚香、葡萄柚,黄葵籽、快乐鼠尾草,焚香、零陵香豆,https://www.1976.com.tw/prod/19837,male,东方调,Penhaligon's,75.0,32.38,93.32
Penhaligon's William Penhaligon 潘海利根兽首香水系列盘羊淡香精,10800.0,6980.0,75ml,非常沉稳、老式绅士的木质调，带著粉味，是一种绅士长辈很有历练的感觉，不太适合年轻人使用，在有一定历练的正装沉稳中壮年男子身上，可能会给人一种温暖有肩膀的干爹感觉吧。,木质调,佛手柑、茉莉,香根草、雪松、熏香,檀香、降龙涎香醚,https://www.1976.com.tw/prod/19207,male,木质调,Penhaligon's,75.0,35.37,93.07
Dolce & Gabbana Light Blue Summer Vibes 浅蓝心动印记男性淡香水 TETSER,4200.0,1680.0,125ml 无纸盒包装，有瓶盖,想像著你正在义大利悠闲的度假：一个愉快又自在浅蓝假期！,木质清新调,柠檬,丝柏,琥珀木,https://www.1976.com.tw/prod/22138,male,清新调,Dolce & Gabbana,125.0,60.0,13.44
Penhaligon's The Uncompromising Sohan 潘海利根兽首香水系列 老鹰淡香精,10350.0,6300.0,75ml 除码品,第一次闻就晕船的中东风格香气，恰当好处的花香揉和劳丹脂沉香等沈稳神秘的氛围，整个就是电影「波斯王子：时之刃」里的男主角杰克葛伦霍那种帅气性感又神秘的中东王子的感觉，当然，也很符合兽首故事中务实成功商人Sohan的沈稳内敛却又受人欢迎敬重与喜爱的人设完美呼应，很建议想要有自己独特风格的人尝试，已入手，非常爱❤️,东方花香调,玫瑰、粉红胡椒、藏红花,劳丹脂、香根草,沉香、檀香,https://www.1976.com.tw/prod/16728,male,花香调,Penhaligon's,75.0,39.13,84.0
Boss Bottled Infinite 自信无惧男性淡香精,3050.0,1580.0,50ml,味道是我非常喜欢的清新海洋调，感觉适合夏天一点，但是我一年四季都喷，前调只有大约半小时较浓，接著中调跟尾调都很舒服清新，整体持香约莫3～4小时，较需随身瓶补。,木质调,苹果、柑橘、肉桂、鼠尾草,薰衣草、广藿香、迷迭香,檀香木、橄榄树,https://www.1976.com.tw/prod/17397,male,木质调,Hugo Boss,50.0,48.2,31.6
Boss Bottled Infinite 自信无惧男性淡香精 TESTER,4050.0,1580.0,100ml 原厂环保纸盒包装，有瓶盖,雷神索尔-Chris Hemsworth 代言，完美诠释现代男士。,木质调,苹果、柑橘、肉桂、鼠尾草,薰衣草、广藿香、迷迭香,檀香木、橄榄树,https://www.1976.com.tw/prod/18317,male,木质调,Hugo Boss,100.0,60.99,15.8
Boss Bottled Tonic 劲蓝自信男性淡香水,2900.0,1150.0,50ml,一支很清新的香水，生姜为主味，清淡无比的苹果肉桂，轻盈感适合夏天喷，好闻但味道太单一。,木质清新调,葡萄柚、苦橙、柠檬、苹果,生姜、肉桂、丁香、老鹳草,香根草、木质元素,https://www.1976.com.tw/prod/15781,male,清新调,Hugo Boss,50.0,60.34,23.0
Salvatore Ferragamo F BLACK 夜色男性淡香水,2900.0,1450.0,100ml,味道很像YSL LA NUIT DE L'HOMME，主要可闻到薰衣草、零陵香豆、胡荽香菜与黑胡椒，其中黑胡椒在中后调越发明显，辛辣感像是藏了一把枪，今晚就要把你狩猎回家的坏坏。两支扩散与持久普通，有一些胭脂感，F价格相对便宜。,木质东方调,青苹果、薰衣草,马达加斯加黑胡椒、胡荽种子,薰草豆、劳丹脂,https://www.1976.com.tw/prod/7115,male,木质调,Salvatore Ferragamo,100.0,50.0,14.5
Dolce & Gabbana The One 唯我男性淡香水,3000.0,1699.0,50ml,康纳，星际效应中的英雄，他勇敢、浪漫，在关键时刻挽救人类的命运。这些特质也与The One EDT香水完美契合。这是一款散发著浓郁男性气息的香水，它融合了香料、橙花和雪松，完美地呈现出了男性的魅力，让人成为最引人注目的存在。就像康纳在星际效应中一样，The One EDT能让您在关键时刻表现出最好的自己，充满决心。味道细致而持久，让您始终保持著男性的风采，身边的人都为您所著迷。,木质东方调,胡荽、佛手柑、罗勒,小荳蔻、橙花醇、姜,烟草、龙涎香、雪松,https://www.1976.com.tw/prod/6468,male,木质调,Dolce & Gabbana,50.0,43.37,33.98
Dolce & Gabbana The One 唯我男性淡香水 TESTER,4500.0,1650.0,100ml 原厂环保纸盒包装，有瓶盖,喜爱美食风味的人必须入手.他气味甚是高雅诱人.烟草、龙涎香、雪松融合得恰到好处.男女皆可穿搭..,木质东方调,胡荽、佛手柑、罗勒,小荳蔻、橙花醇、姜,烟草、龙涎香、雪松,https://www.1976.com.tw/prod/11255,male,木质调,Dolce & Gabbana,100.0,63.33,16.5
Dolce & Gabbana The One 唯我男性淡香精,3600.0,1950.0,50ml EDP,以一个奇妙的前调开场，不太会形容那个味道，但有点像小时候削铅笔时会闻到的气味，随后转入微甜的烟草，沉稳不喧哗,木质东方调,香菜、罗勒、柚子,生姜、橙花、小荳蔻,烟草、琥珀、雪松,https://www.1976.com.tw/prod/15154,male,木质调,Dolce & Gabbana,50.0,45.83,39.0
Dolce & Gabbana The One 唯我男性淡香精迷你瓶,800.0,350.0,5ml 抹式,以一个奇妙的前调开场，不太会形容那个味道，但有点像小时候削铅笔时会闻到的气味，随后转入微甜的烟草，沉稳不喧哗,木质东方调,香菜、罗勒、柚子,生姜、橙花、小荳蔻,烟草、琥珀、雪松,https://www.1976.com.tw/prod/22971,male,木质调,Dolce & Gabbana,5.0,56.25,70.0
Dolce & Gabbana The One Gold 唯我金淬男性淡香精,3900.0,1799.0,50ml 效期至2026.05特惠价,DG 唯我金淬男性淡香精的瓶身设计重新诠释了原版唯我淡香精的基础线条，以浓郁的金色烤漆装饰。,柑苔调,佛手柑、血橙、姜,鼠尾草、小荳蔻、天竺葵,乌木、广藿香、琥珀木、香根草,https://www.1976.com.tw/prod/21955,male,柑橘调,Dolce & Gabbana,50.0,53.87,35.98
Boss Bottled Unlimited 自信无限男性淡香水,3800.0,1699.0,100ml 白盒,对第一次擦香水又不喜欢太浓烈味道的男性来说，是个不错的选择，味道清淡好闻。,木质清新调,薄荷,菠萝,岩蔷薇,https://www.1976.com.tw/prod/12050,male,清新调,Hugo Boss,100.0,55.29,16.99
